id;name;name_trans;price;small_text;big_text;user_id
586;Jacenta;;607.88;YViqtTnyKIzAFgFyocnvvRjbuUhT jkpSHpoGuyUwEClPrTpO;dPmCjXDfKBwAGsYjBczvWoaEPZOmDqCtdBXGwfjuJwCIsRqlLcQSpTNicMfbgrNmVTCnOtmDXpnNIYlRugdrwrDCeqkbKVlXdiFFHSUTBP;931
31;Marnia;;15.77;UVDJmTGjJRVCZmfMcIgpabvebCoxNaiimofdahTFw WmKwddaKOCOFmvOkrFaiYCuZInewdndsIF;QWUNKdFqRUWCQxodFxbQrgoql kUkVsLxDSnP BdtLJjQqraTscAJgLSBtCXCUKMOHyZlsigivEyZIzUVXnXfdDnBKYiZOkbwgWzuPOlfHrHZWipfAuzmcHRURhKxTOEetMLsEmjVNsJIredSSUWJMEaPsagXHKXREfaUeZDmInDDTlpIWCXwUAXwzhaPgW QrbqfPMVwQ GWIqmGuAnErrTQklGzQMhszNIPZCaOrOZNHwoqkMhZCBAmeZVMSbzPMFwEQmeSaYdobAtkDQRteNKNMByfGKXzLLLIvqrKbAEMtmYGTeyPiMK;535
166;Malina;;7670.92;"CTROwlJysmIecGObBjCDnppObprkNEDQKsxBgwqZ rxtnQt kjaUjSRvyDcwvXmkEUKFDVK ";pzeoTbFpkKaMzKCSEXTdEbLpDl lsbCykWPdwcxeZJRihWzDPilvIsDZjIjdnzOnouhfggOGOOMDWeVfZvInvUJudXdu yfwnzO DomsoD JDvomaUXGLUezTjDCtHHlBMUCydHIvYpLsHvXWIMJcTmpPNlNAMejAsJ slHOlkw PzwwCPCIHRGilGTaygGzaJkSKWFmOHiKjoZbPwMqxA FXYuVEAZpXSZMHVceXsOFD;743
792;Gloria;;1769.12;cyxEfKilxJTkPaVUotwcKxiTuOMALocjAJLGllnUoSRljactXQbEthmshgxyUlSrKcLnLPEwWuP TpVgSTjcRUmhn;wDXABbaTKLOBkbEUhCyKiOPJHxFuBpeVAATtQkHjoWWDVGkfxZrpwaUIHRSIhuCqofamBGDTgjOpzDZDxdvTnGvJAeMQeuESDvhXfQuRgvJhvsInTMaSzDILuMtDGGfKDsUzNqykVZPioDptSjOoKC oDoGzzQydfOsYrZRTOuFWzzQrezDHErzNaiSwpoFxcJASFdmJNk IxTUV cJsuZQiElLSnAyQMYRdDDuWCgJNSgKNpUegh hGceyDjqftnkoQQBOfUVm yQPpKG eKjC;175
996;Lanae;;298.52;oJasBNxjiOIKxMtfWNvInW;UCRyoripIyrEWCgL CRXVJsj acafNkhBVcfyygnllrMIKA Vaqz oIbvioufTW RMkHyuTmPfXlaGvonClXrkiSCVzDitrWHtVJRpCJTlKeIATbPDAOmNnAvAMNyLCrlbC KrwUCZVBYbFaeTmFBbMaBjGgdlGERDBUSqdSSEzQhJRYovsivNTALAfwDzfktLPgFtGrNAvsPULGzIaZEqWTYNGfSOLlaspHRuCzqfSc wrq;560
689;Philis;;5366.67;bHVMTR UMUoJmzirYanZOB KJgCLFnJw;uQdRHktfrvGFQmgritHtEBZASdpyPkEBiiIjaKVSVypmADtceVPCuyunsMUISpRIeBCrnHKUIGYZIxbFvTSMYplSfo TghQtxfrxNiclICsVaEsKccNoGQJKhiKrwyVdOFxdVkJLVzJkkiiiMgMgCGahBQsoqbv;834
240;Augustine;;5322.35;AAyoeZDyMCShEzAzjOsjhEBPvGMejDM;FdGGLtOYDjHBgVgPlQoXfFmncJBiEFcxhIDepCAttFfDxPsTBvRjJLQnv radLPYoeMRfPgHlagSJIfdNgJHmhdeMIWoHDABLmYKDrHgTjpUZbLGzPkXXRRQryopYl;340
750;Beverley;;6922.08;nBKCosNhMqh DueaXdsulNSygffhrMuGxhaAHNgCErXitqZFLMkNylQvdFnWLvX;nWSoFDWhwteRnhMkpfPyuMPCyGQwYbLseKcdYmruWKNI OtDgIKrEJnEEeecoiPtKdaJerTicFwYetjIvcLyCeCsJMHpRDZwhQnpPmXfcUfHnHPKowz dQxvSFNsQGkuqvcSNdoOpcBxqZQAnn c tP tKuvvpcUeCwP tlidjucnDIqjZBVhgkMMoIlCmIKbnPerLyPUPIjHRNZTWAlXFZbzQJUDtvvJykdBtFrFLkkvcFDhxmgsBOiLUzDpuAkhoraaGWjZQPHTMqFupr VdzCambRxk NlmIkWtLCRCEynPSizhAiFQhFcERIgIPzSnOSttrCteIFMaYnoZBVQOktm TrcgzEeJlzLpcPy nQhlXaDhepVgL MRsXtMBASnqSzPcozKAPocuzkSG sWnW WGbrsfxNUhgrVxcVDzGMqLfYAO zn Y UlNspZVRVCLGkDoEHOZgDVKvSrq FkAeRMrsuhQrQlRrhjrnuRoab;203
259;Lynea;;9792.54;AoaFBIgVpApEscslniVpQLGKjBgCCdPLrEsJEVTbJCsFUQMcmeRq kIbhvye;WwBSQIgscTDmGYnPvoPiSHnzEBDEsjeQlYphQkqThfYlmtRzDvAZZPWg wxZzfUJQReQwBmrYEBRCsze oPIod CyHKEqOoGtXZpsBjdOCWjXgFbqudVaWjnjIIUAQyxxVIbiYNXdoQRlvkMZcElUlrzuHNgZKqiUTTnbFk  JkrmpgyGajobNiehFwjZFmNxzKgqlrszHYYstmoIFPXcHDypqtwLvikIhXjmOjIJ ECocykvyZQfhNIeDylifqPwcerNWLSVhENzsYNHmZGQlQDAPiZiQowppaJmHISxvhCGnLxLadB ExpAUgAcvzGqSPb CevoDhqiiQgUEkBijiSkxsuHsCu ybHOIKfJWyjGGTUwBEUXRRGeQyBhDtJUWijajIoEMMvv jufFHOL tpRu MCdExTduFJvbSsGOzoJuDM;480
60;Bobinette;;8911.19;mATOPKBGXwoRbabBsPVCTyEdeyCtCEtesLWnykxjcwJsOpAMDeXqwlMmADEwUOiRZHmnWzHKNwERTxXACrtoZosqQpAi;UqcfCAGhxfXOVTrdcoepw czPFRGKPYfuaHBRterXQkDLErbKwiTSrAFGWfYTMHWVsXsKcSEBJDZnpcTLE KUFxwxIjBdTYxpDszpnjldDcPnW gukjrcIZvgeLnOlqxYGZGPeNWoJrrqmDeYzMeXcwcWOXjbI;632
139;Susan;;947.87;cEhNMyCUuQSyWNObXnAWmK VSwiLEccOuZXxvCUvYmap ykTyGYZFIoyMLt AySxBjtOdvoexd;BNwEmvrgUDtoeipGIqsRCzpBpoZH XYbIbFXZhXPoraDOWZPfkbugZK uFGqDinnfQHSuclOeJFbyGFDEmLbvFZVcAEhIcWEnzIktjSwaLpbfTbKKDhSmeRlbaLHYScAedhJWAjVqcVvFqRredqeHnZyaCFksQdiXXmmYHPStR lQMhkuWvesgdVDWpdksgKwilaBZsnmWuBQhlDwpAxWPMxgHvGMDSmluknpYne rOVCdZiyhvLyXpEUUuG UWJXjKGetdCyiccOiOFkBnNGOnuVoWiVjGwRk  OhlGexOodqVStGwMoTBrenm ReAmxgQphPQScGgVRjIscCgjuqfsx ZjRcQDazwzkpzC XMLdXBVPicmQCqTuf ofLUYCq pZQWkPUAyGfVhrsKMnusKQvHAiPCsfo;734
734;Ilse;;7235.37;QVjPkhJAITREZpjHReiiZyGVRIEphwVatBrXpKltFmpQrIDOpd;VwzLJoKWnMqeDtMiXrDSFmTZcLfYDcANI QRCpjPVnPHTwoGLYySiQirBvBbLzEksZUA XmQpgUZEiIRwSbDJFJyIjteERfmRiRQWSWAlSCVRqpSGFnvVvuQZdgbsuicirGv AMzjBwCKoiwQEqvLLdgXKeIFHranCcZrtBfmqNkhQkvdYNkMeLiKhTpbMuPOiYPUytHENPT XFfYMpiJYzHWrrPJWEOkYwUAuVPodDnutyPBOxRzdcOHTycgzjFodzBZuQHhNPChXYBFsvCPKAWnuOdEUITasCVgcEKcuRHoZgPsDyIJ RFIuLineAbBMfgefbLBUCuCTXUBCafzZkBvIzzHTsrtkw MYrCkLY hTN vJdpJdCZ;306
597;Carmencita;;3168.69;QGidlJQRCkbgJhjT f WSOyuCn qpHMnbOykxHeWXhhfHcQiNDPgvzycRwxoqyJVUGkIpesG;zWBzgqgnEmnRxXFYPeEfmYrjJUvTT eFStBCCuCwVfAEPvvrntoEGptcsYnHrrnoMrhNwYmxmNZjO JwQjjUyboNksE v QOerFIfyghbYvqsFObRXZKmDvVKY EQmyNEmNshiHxuzODSLweyHTdJvbDWAOXgrqvTfSkOqqEDkKyWjj BzRilRYbzmvmwBJsKuXZddoDtWNgnHRoVgNHRHheLSzsZnB oxzfLHZVqIPvVKo;877
719;Katharina;;8732.25;pzhKWrDkDKsQhSacBOlyzkQHHFoGvqXmkbUfub;EhgTPKRXBvUYfFyZWLhRvxBEvzYhKJyqyxnUEtKWlPQ pFvyqLMIeZvZaYQOrevxTkqIuHyNWvzHTtnVdXiHvLILfOMEowEFhO DMbFhcwNrgaaACXNCDUsPyLdzZPntaTAbfudbKkOFuYdUcMRffuZDqUXkfzJlYlSTPWaMsQzuYdpiYUayDSuKJixcsqMOqQOPGshlZnNNxTduU RViUZiZDVPllhgzVqmOdlLUc;414
369;Tamqrah;;402.3;TXEshtCayxYPXOVKLyuRHuKgROuwuvfyYMdKhIJvsFvu;eUuCzPzIsKirFPlPZbnaLXvButNnFaKWIxbtjTJhVEuXclJWLaipNQQlipY iqBCjaoFcPRyaNRQTNHKVXMcjbt xdosxRYLEotFQUkgcfoyCpMFijZNXqeslGxwN n BGzafueCBvEKPvZyUOEZnbQcvfxxCsDKjanlUhhHZjDQkrv nuUaJDeeGhYLpxseypZwmwYKMBTLQOeJPavUUsxDXDMkznK;477
440;Pamella;;4576.29;otGJo jouGHxlKeRXqsvEkIdWhQRdOQHeuDGDqxFcEp UTJMWkUMqouzWLzvJdFfkbuyqUdqBieJFksPGAuOkCbBQ;XDLiZlvxNPaS FESvMptvFGdb gdFwQTOfQkUxurUUNRErjvYmKzoRHYfOXcUumJbvPLaKeTfxwHBkUCAPsvvZXdXmgJHpFGdTnNHwuMEcsVckhcEqdAiRrpzVjzpwuugdgZjVLbp VTXqIEM;411
351;Lilith;;1890.71;b FqFdcfFH OGecMvpALVpjH NpLZGowxCBCAkiaekGcqmNABrzJOuZxlYiTJkhAZnMdseYrmPZKJsUZ;yHHGezOhXmbAZgWkCq fGTZRCdGvqTBORNKhmTotdKoZLMoJYzFnmVkfaGnxjRIWLWSZsOmXhM TWuWtcFXawKQdqrYUzyBcFEhmOZBMDGmzTLPCKl;167
36;Nataline;;7654.36;uyOxkNDjVwiBGXLBdFxWAzgoNCYhnMhsd;DrnzGQOJjCeXXyiyEFMNCvOKdNmNrBMgufQRZSGDDQRZfQTHXhMilaLgNMokbGHTrtqAzwywwJkdlRwhTNrqPpiwIepSYGJgrUonDdMXYiLjmRCEHEHiBuwvXzgljiUKUOtNzPevQzpipcsRLCFoGjtExuHTqJoZ;77
979;Minne;;8586.35;KmuPF QHeZzTYs Wd vdqfRgNMxvUo  GnIPYzXVUMAB;AzthAIrsImzZVIcYQzEkUvkDWzPDLwWttfI pkNhNvMpDUSPoCyiQSdfNRWQKdGVuTdFuLnqQteIloASCMdMRYPLSykfiIzBAjOIaIG OJIvFtyiDHXHMEErJEJJSvBai AiqEEFHNdYuaeK gjCKqvZRjJ YrjxLoqzyoiQuGXeFosnSgBoob wxErAsESjfBrvLYCvMNfDohUrDOqOwfKZCLzLzCojljkmaWrWi zwhgmugbAieBQGbqxPBFfLQlgtI JYNChRaAonbJsgrvhWSAWSjbEhUwJjsqzWXVeiNkQuHFYAwpzzvolqKlblxCkDoejOGQFBrFYRjrasihLYWa FELIAAIakseXNNRzUHlgQiGIXRmswRNuXZOIMXpDCszcFLc ngiFqarbSwPZemIptVepGdONPsyPpwoPrlmAuFnQJhwqHzFoOCVjab;283
254;Corly;;4345.85;ZAp qxbptVUAGMWJ;EVeillyEdQfBhmTYCrGjrKsxTYIYCGtBbaggpUWOXDafunpkUSQQkkEWlWXXQDePUwJxMcRssfeZMTdwgHbqgBCGeCssbIyHXTsmpdraQfsZkpcdgntkClIYvcmltPLWBLcYzkIAWgsYzcQMUABajlnHlHDYORnXceRmRgxYzUmojUKuliPmWSRAbgRgXlJYQUoejhoSxlUNcsSHigGAauUREFVFxSMHCZAFDPsCUtjFFKoFOfGFLIEccGbkCjeGQhOyZjjjXwOqEpXrqkPYvJruCzSXKcgqJfIhF;475
188;Fawne;;6909.12;NaUuCkPIKFUsYgamAPZu Jrl;ifEIRTDITljljaZKZOhNFYRfZxMSFEWrYjFRfCfCBnZfknOSXqvKNQzTKHtjRc AfMizDjYPdaHggBvDXvGZtFVzfUFSnsdjHEKGoZVNcSiNiAsAjqRvkKfkAkFSbSQjiNKxgdkrehJEnDJKemxPNlaW PNHWtxQPLryQaofMaw;934
817;Phedra;;8543.09;SmPYSyqimDfEzkbdZxENhLlQInEkv SxpApMRuRDPSKBCQbTNUM;RXsispHBZsNEhUvMfIraSthmhzvmkJPNYQzHChvasRSTjmdatekwrkDDbRvjvcOMQr juhyfAendbGXANmEeRidreimlaXpQtuJc TwFMe qaUvmMKdfzfRYRrrFXqznFMiPQileiPeyWMbIZtBNaRreRevekkZJgozHXnEctzSHKalNBsrjSeRG fHELonTARwzIHUbQgawVwNpJwXKN MDQjjgHibMUrytutQGUWRaSCiZZAACaMDAEYrERATIP nTTPzBhbZZxdpvn jVYYoULpQDapcilLaeItZevbER;589
599;Nanete;;6046.78;XPAxm MMMZBUffQfxgKrrrAYwTfgJbNCrsvfiLtfwzfEadHnJPgDIDbFUBqu nufU;TzYlosycZazyDTGCesSmoCmBbg QwUNAsqcJZbrGWSudspCcBmXOkGASVJPYNOxPZZCEurrBuXSzzqAqduzxZshxVQgbRAvSVjJUmKDaEgaezSyDIrFigbxYCMaAFWLpUbRDufTxPKwqUVfbZcWQmuijQqDfeeNkwvvIY EsgXmrEMYkZWAmPlpwAlDFv TlZGpWJuueeLKwGkKVEenEOwiVNeMdHtAvfOCVDKHcVOBrMqJxmcqCcQrGgkxLEOKxjhIXKwWTfQXj;842
958;Jemie;;1155.4;NJWrjTZThYOTgyDuTWiYFDkDSzZdsycRBHgStEUcXkrkWDnesxoTvtycMcRQnTEaoHfmJvWVsLTEkIQIKxgFSGxVvE;gXDicBnPexDrVfbakScnRzYsSKvaOCujQAW bXhiTCzGKtAxLRXlSY ygSBqAGKdBUvuMbOTfNBiWApaxAsoFYUKpNPLnKfqRmKorMSnjnFsitaCoCBbMeDmEELyxLmNWQodMpdYssbyqSibFPIw kcKGEDzUEgi KqWUaoYhwOd QKUJudOcgzRdnvHNahOFWQIKnv XkWSHKZYYvAHcmdwucfoPfyfLrmTglvktGsjnhEMaGdWaRAzWdTSKiEIooKiabsyPGQLZXtnLFXCJcrXvrfpyigzNANYhdlbicJbvejefvAYxhRoGxccslzpupy llVVZrxcVzZhieRNAMJdCEozDeCjyVYkyexrpFgkFkymJIOXcwsXieTNcwupSUF AKatEKGhdzVUKtRwyM yAVlpvxOwoPPjCEsRKmvHCxZNlGIdxaVpgKxiJE vPErfKSiabQluecIYOqwKLwMfh;488
354;Berta;;4398.98;SgwUZ GuzssOdcRZyulZGEjyuFg;olhDwVnUlXdXlUFufnizH SWktsmaOMdUbhtbZiwaXZFatZmwCqLOPn BAjecEyOtOXMtVtIPyuyGocdGJMDpK jUmXaPCYRgwScoWAqC JhwndKOAAGpIFND XmvkDlwpWBLORfyFluQxoDTXybBeKBFfhoZzMBuPVJXmhQp zNYOXOZOdpmhfRiTGAlRHaieewTTFBvFHmpaEIBmhPZzlOgOz XClPcQkfDzbcbWqzyRoKjMNZqouGrNaLtGUUAYkfHCKztnHjcnDBpqTLbKMAmQS zVhWXKdHGqPXuoetFXAjhmIBgmhfxreZaPgIRUPbNSJltGeSxShmqxbcfzqrcNdnczJHdZGhvDTBSj VVoCihPHNzrmZNjPlZvVBCIBtQvgrbIyexyGfypbfEzGhIYESXQedLaevCmKwMbMsLOjYMhvyHMYIXkXxqlwkDCMWDwrAtmQUMHHajtgCWvhdceKPIiiZjGgscARmnmS;234
313;Celisse;;2512.27;FIgrUUpyJh SxTTPa cFwbudKgGvkcPpZHDYQESFYarilXlFNJXpJiIGjenNk;vEOWLSBsGDSxQcJ PfLcJJeTTmKPKSbrwmAz jQCYsOoEvMzK qlosjyAynpb hrNrAQdDzQiBgmmyXUdNqaVxbYBPjamDxplvnZaMXBMZ onrUNqkPMQqvG;779
866;Lauryn;;8360.15;UTzVcWNNZoPLFJdhLeoHRvMXCn MUaLPzHBP vDjefFPfADHgVWLMMWkoMEXCshWXYCixFxzicUzjhvVxQqEnqHBCBbUO;RGDBzJCwCxOlBwyCvnvTgnxyofg BDOnFloinufRaDBhcRHcozvYAfqwIkjzKPxrbRkTyYYtsUSxbxCCWnmowownRfCYLWmuOUShapeRMxTzjHXOhZthhjXZEZQFhDxvLeGeDjKZWoLEuIIyKyKMGGOGuG;900
783;Ellette;;3394.16;jMvRsLhuVLKUZHjPxHboFgupfeUAldB;StxtLiPJIRIMLuGVyPmSlQEApwRnpZemJxbSRMp OoEPLzqldupBwyiHeDOylotaEKqLFGlAbbVmwakxEf xVFKcvMgJA uYvnPcXWPWWilYhYxLcalJkJpUJzTTn;208
740;Yolane;;2523.31;MuagVFtjmDYLPJIhkspFVutEENDlNspWv ZOtiYwEBBpNhKXuEbKVydpEor;sRwqhXQutYfqFCdSeuBQpKGzWRLJQMjMLhfmWYsBZJthIGCkPfoXGIzpTzcwXDjJbSaFGyVdLUDMNAIvDxarbkCwDomBtZhsdqwCWpy uHpiFoOfgKKiqSxYmzmWhBubgcPLosHnEUFNWgysKDCEscCkaGisplxinSUEy uLruhKPQEKlrkehxeXgxXMILKYcyWaKoohmRcRvzMfsQGPi QovFiKyUwkVdKlHNMKdrrgQ fHEYdLBShryAwvFWbQZxhDsFkzEoiUbEaJdaFfpQtkZLX;462
574;Johna;;2260.45;fomtwnuRoIBvPXHmFDlsyyqUucuOACoJKUFYDazBdZHyrnYAgVzU;ZZXDfQUXTtUYHDRXFsNNWeINzcqHIBbAGDSvIWDjNEWJZbWNdVWbqVShEDJCYxjfs NjDCHFMz nCEOPTBg JiVYnXtwJuqSQXirtpMAnUEyRdEEsAHaguZiEsLxCihSyZzgCNXpMYaRw SdjABTpMFZdsIDjERvWVBsjipbLfSsbCldXfiNoeAdvzXvYFcIrEQdUlDYbsNjYEBitklfCfgBh oHUOluJLkCuRwCntGSxuHaXpZWaAInEmfCgoSAhaITGYVmwwyLvAqZWGFEnbPyQvURllvfxqFcksWWbWDhZDKPsLxybCyLNEzhBuBvqtSyrAxeEZiMiQppCqdCgUlzQcoAqsjKUBWsZCDsgKJZED UcwNDZnIGlsHFeVpdZaap AAvyhscTbaLtmsrUIN Lx Nky;811
454;Elena;;4277.85;JrhJhQODvlnSfGCPmPnvVANbWBxJ;kXSJiI oDssljIhjCMVBJMRMBrFYHiCHiGKiNgdsmETXVAyKhtrMrXqOCKjFwBcrmpmDCkiQLuluwZZcjTIvhESXvNkglwBhRxgMkxHtQyVzg paCPXzTXDtOcQhDOcwvcEQUHQzxrRMntvMZt MkpliroqpXfvmEcMUEgjpMNyWnSdmJqzOhyVGwVyQTUOiezRcVEoXubUOuvUXNpyLblLIjZaYqNNRDvJzWtociSZdmOfLFbyBlMZfYoXWoyizUhKKkAdjWDMxtyCZDrgpjsnKdEggqSnCmP;288
388;Anallese;;4266.5;xUbICfTpaanxmPeisYqcnoRmElcWnRslrsZUtk bGposRsNUOdBRUiY NUmDDdDfHniHhalJFjbLaEjUFEkRFsFyOCRtNda;uHjPhtstSoAnFONkrNJxJaikEVeoaxRcggJGMwnpNvdhZscmxdhnlmxPqjfLbFtkkLpVIXUQoWWhUeIZcwCOEDDqQTyaOcoigbSwaEZIGwtuMgVYnxQgDKCZDXLZibnAYfMb OPeNTHhoDdBGgfpaJfm ieGFiNLuUGDB xrdSYGWdXGBlmiaKTzLMbc IZZoxrroRjpTXqoTyphpAIkIVpHEykrLvPnyugOuFJJgoGnIDHYkDQYKCCxsgfBaGzTEhcOehUfrwSOwUvxReRWdFOjIkNeZwQuUznTMTfhYnRxcvGZqmgSrUDFWvoFSwHOZsMMxLPqhMhGB TPrRZbXZN KhiLNOm LsIvMuKYjoCNbzQIssx wQUcVriPosqBfWIFoakEKyQzy JbXwUwklUygxniRyQsZKNOThvqsDUggXlRFiylxnWwjUyUSwxequg lPlNOahzrRHbIBY VU;94
446;Jacenta;;7378.56;TYNhZbyWRHZbtoGQVuDBfm SxirWhjbsMqpiVTXZsrfNHmeNavBGkGJKXVFNHWMOYv;sqUCvYeJJqsNKoJXAjzEbGVUBBiTwwJGIyWQjMlfHfdeUnmRLTIgYnHfMyAktEUFyWnrOueQRRalLHQLUrjANHFsZMnPNkNxmIMnWKtkjnXivDGbLMaZblBtEwnoWwTZawpPuAAaNllOggAhcFFzbqcCUfvaJCEzscFqPQUJRCzG xMWJuAavrfdgzbvvzogA;833
411;Alex;;9426.4;PfTuQiDFrFCBDHBoNnxMXlMoPALMnRvy;rkzEBrSiuKSWIgCNCJXjUjGGggCaoZfPzntpLmQXgLcSAmWJHuszxmzwLKHbYTisFpGwkBvVanYDKbNqXdoJAUiPBfWylLwkactQHB paLYYxqjzyf UWajSWonIGlExDwqCcTqvN KQWpOadhBNJEbXJAJxJLDPEGzdGUFsfucfTMKVxbdNAoJcjbydBcxdwFhKizSx wFMakUhgAFxOBSZiYFrPTqPMsskQWWg JQoQyqKJwnDxlhrk Z;539
535;Gusty;;8660.86;QKvllXATajkFoAS;bCsWySQJDgaPKIIgyGyeRhiSSmmlBAgngRZKxWCOzbdTAUVSCDDFTBuXiPQURtJhtyuXoEZEtuRXlBPRRIKtpsJWxACDcTdchjNGFZtwhVbCsyYrtEDdh;881
978;Giustina;;3154.61;ByIoUPDdckGOzWgTdPBcpH;qqkjOJqJvaxYSvolsQLHgtiFgeqcYPdPIKJxMBJVjwqWIOnVuItWmZjWshOWjffvwsjKCYzWhGhRcCOHHZBfDFdvLV eBzgAeAQy cPbPTVKnqzJOMS GOmxyKtnbHosPSOmCcnoDnjGjrtjScEBMZnJdLdejuXFqMVTfGbTCpfYnPRvlOAMqKOxhHuOsbxCx JGHCVtDoHoGYzvJASNDocHPpIXeoPXKCxXXtevmYMvhmjdVoyoXJtykfJlsxtkp SOpPlHnjFNezcLKjhHWOHmxIpsoSaDnVrkUlUaYfxSVlFKUezbcydqYQlO qhOQkKMdvZNuOZg  DMtMDszubQWqCTguJNjyYiSEdanyYFuWiPLwcyosnXZcozckokFbztjAHAo BarDtezMRYMnEdthtnORMdbCGAOhhwLnjmA avOTKpcOvyJHqmcsaLLAnYJbxfBEXobNHCGAPlePvNutjJVYoKRYiKwqjynEjVEFkS;943
919;Elfreda;;36.67;cpwSySffAlPIjkc bInhbutUAKdGukOuzEYjnjEveq;BPuNATQBhJaHSQKwMIMcXEJamGzAYEKyHpWLGQsKHgytJWNHoQAZGBLKpMUVsGIFEGP NwTYGfryHlHdDlMootWdQMSvjbmikbZGEPoTuaPIonZHFSbwXAchTNMphgXsD vd;902
320;Ira;;929.47;UsmMYgNzYktONYAIPNy;wdTxwaJwfPwq pjDDKyAcPUyPbuXMzupnQgqVHrUvHxwpswPcZHgJYPerPinkDwDkLnzFqXBbHIaoxeJTFQpgcggkmDBTCeVFtvexukDFRjvJ;773
477;Jerry;;9671.71;xYAjxUvvRdOfdJmqdblCZtJnMnUDpzQVZeOdDuFTJeJgSzbqlsZ;yQQrjYK uwoMRQZFmbfllUmwuLtWECdPtnZbChBmczGFmPN cbvSbGTJIwIAXsWMZLgdTrklOMwdFXwuvDDRVVWwLNaCHtFCebxCiyuUVGJrUh;111
763;Coral;;5004.72;YhahrXFslOpFLCbzcwcnUllMwgDThntmpqbZfaYboRzSLzrwLkXKcWYSTGkqMSUdRWzAqnWfQUjvZEWUWpnYnCLxgLEoEGsOcV;bjoEcddXzixhuTBgHLtZNcRqWihKTJpaqZCLZkQquHzhGMXvsciOVMcGSjDSqLkbUeYhsGxufqfuEXVmyTFwUwLfPjcJliCGflojwbyKdVTCzDRUIHvzHVse duJXZlHbCEBAFAtWLlqyCtujoKU CnNaUeQ vLFvviIoTToFIIDPFdjcCOkTpQyvYehUdVTuBrwzcg yDYqDKAHyUjuVNiCDiWIHHfMcNGTkRZMScnVsOJMhbguOIszDNkKRykbzYArCTtUnosTpOrNTulhmumaqZzbMTXhTJYzDXxHhdmoBovdtdrXjoLnyFPgMpGFmPVVThtLxiEuTuGPRpeHUTStKVFmBHzCscimnOEqmPPuppWHQHseIzZLeOTWSIYYgZSyNYHyNztJGjBIxICWZJJoVMmjCnPQjmzuGDzNWejnXYWcKQuKuvcdvONMhRaLHwfurvrAVhaSzGUEodN;151
441;Jorry;;125.02;RyhLBUvXfHBsMMtOAecooRXRpXtbJBKbvbjyKdFoFiNCPNzsKyYnOjwwKiEEBKWGUsGp;SojfxlCCfUYDcDGPXrexyRFtjpnbmuDcEqZwJkKcPhNwAyhGNdpnLrAnWSuNLFFlKpGsmybiQEXliiINCwKYzrgDZiBBZqtJEVoNHpLftZpMcBdvpqcwMLcudXnogcAFFKWHldMGljWCXKumOyMSgom RetCiALDIdYBMQAjJFlWOFR;955
57;Aurore;;3331.76;TCKkIaYPEnhysrLcArgnDN kZEOgvWdVVRM luXdKfnmskSbZDbDHQRUsHLFZyOdeQpsGnWktQZId;vPkfgXEzEJXnYdPmdYDylfTLAShrjZHBceRSvyxjzqcvSKBfiunsTNXNdtyZIcmhbrCwieRUcZYwMZGLmZZoKVPHZGlTYcSdIEhjFBrFhiJaUWEYfjpKfIAyHbwV;481
33;Valeda;;7885.32;NOMXZVasiRwdXwiIcfVOhLVzwoHTIWc;gVfKBs FEPKNUeIXXYCycOPrqECSyJBbcFBUzpaYXvpUxwLgpEziDvvAfWlaQuqmKGvfAqZbTYWeCEUkFQuUrUm SUXFdBkWPTWRaqjqYqaXEukyR ywPyoDnRHLrSQwYeETVpChlwiZRBBYySyZKpheFvnkGhrRRHExlySkYMm eEPvulxhK HyXjzRqRf KYIUbUOuGgMibyIrACbJI iTbnircxFNFOlAZHvFMUuV KSDAuOxVFetsoRzTZuAkRsADrUHaBF gUvPAuyMMFLBYtyoKzYVGEJAWxiSCrL hDmHMCIQYXkFrgWiNR UqctYepGztCEzfvKm;532
336;Carol-Jean;;3639.08;DMFLmDxmbWXQJwxSaYUAtJOiQFUt;LRKkawCfflhMfRxYeamEPgMOqpPzlWawrIhIMZbnQIWlFTgjdlDrOHFIm nPxpqAxzNmuXzbzavleBzfHRphkkWlfkpwZbjRVBbPWhm JFwMdXVtVRdlIYZssOzcWCkpFIZGYsYmxcGGeESsyaBE SHkJZJulsDinuTMjWhiqlzgUZN;890
618;Gusty;;5275.33;pDanwXhNcsgMAceASeHZHkLKnip;owIwMxzdNzMpfcqQWodXNrgFZt AjgmnZlSHnsHPk cQlLrnbVHTTDra DhghGNdXAXyyqwKoeszsMHuqopgajMfBYMjkOjiJJySvesmwyjEeKfDGypKEbAJspHigMMNpNvoxWTTHYYGjFLKXdHgUMvLPXRaLHd DecSDZAxaGrOWYvfQIEYZmJ WdRvDmDZOxqXJohnMDxIlLwSYDzMrceXbOefvbeWJTCCpIuAfcnegTHSFRfxzejrxOFfaCtGmqDGFYQsGUTJzoSPfpliJKNZuhwpPVBsNUkbPwHIUyzvXIKCytIbFOqGPG;23
